 10 
 1000 49559 
 60 367 -52 
 60 381 40 
 60 386 -33 
 60 402 -68 
 60 415 83 
 60 422 94 
 60 426 -44 
 60 430 83 
 60 435 96 
 60 444 -37 
 60 450 56 
 60 469 16 
 60 476 72 
 60 482 -25 
 60 489 67 
 60 490 -69 
 60 493 -50 
 60 498 10 
 60 509 71 
 60 513 27 
 60 527 -43 
 60 553 7 
 60 561 -5 
 60 565 52 
 60 575 19 
 60 589 -90 
 60 600 86 
 60 602 -81 
 60 614 67 
 60 617 -55 
 60 625 25 
 60 629 88 
 60 638 22 
 60 643 -9 
 60 653 25 
 60 660 -71 
 60 669 84 
 60 673 -9 
 60 679 73 
 60 682 -82 
 60 700 -37 
 60 708 44 
 60 714 -82 
 60 725 -31 
 60 735 75 
 60 738 -93 
 60 741 -79 
 60 743 -87 
 60 751 -16 
 60 796 66 
 60 797 9 
 60 799 67 
 60 811 -25 
 60 822 -62 
 60 825 22 
 60 829 34 
 60 847 -30 
 60 863 -34 
 60 882 -88 
 60 893 59 
 60 895 -38 
 60 900 66 
 60 909 57 
 60 923 28 
 60 931 -70 
 60 948 -7 
 60 958 -86 
 60 962 25 
 60 974 98 
 60 984 11 
 61 66 -92 
 61 76 -91 
 61 120 -18 
 61 145 46 
 61 149 9 
 61 159 -38 
 61 183 71 
 61 184 -23 
 61 200 73 
 61 212 -60 
 61 213 -48 
 61 219 -18 
 61 235 -30 
 61 241 5 
 61 247 -59 
 61 260 -14 
 61 265 28 
 61 272 -51 
 61 279 -6 
 61 292 72 
 61 299 -30 
 61 301 1 
 61 320 30 
 61 325 99 
 61 327 -4 
 61 338 -29 
 61 366 17 
 61 387 36 
 61 402 85 
 61 404 73 
 61 416 -45 
 61 428 74 
 61 451 -70 
 61 460 -76 
 61 463 -46 
 61 475 -8 
 61 481 -12 
 61 501 34 
 61 505 70 
 61 537 15 
 61 557 -31 
 61 562 -86 
 61 570 -89 
 61 577 23 
 61 596 78 
 61 605 29 
 61 606 95 
 61 618 49 
 61 626 84 
 61 628 -5 
 61 682 -22 
 61 735 -43 
 61 736 -6 
 61 740 67 
 61 748 -90 
 61 777 46 
 61 791 71 
 61 793 -93 
 61 813 -67 
 61 817 71 
 61 829 17 
 61 831 -36 
 61 839 -44 
 61 853 26 
 61 854 -48 
 61 855 93 
 61 878 43 
 61 879 10 
 61 880 -61 
 61 885 87 
 61 886 11 
 61 892 -21 
 61 896 -50 
 61 897 -19 
 61 900 -90 
 61 902 -67 
 61 921 -33 
 61 965 -53 
 61 970 -5 
 61 976 47 
 61 978 -8 
 61 981 -83 
 61 997 -61 
 62 87 70 
 62 106 -7 
 62 116 -92 
 62 118 -17 
 62 124 -11 
 62 129 36 
 62 152 -69 
 62 181 -9 
 62 203 -18 
 62 205 49 
 62 208 -56 
 62 220 80 
 62 241 -62 
 62 263 84 
 62 273 71 
 62 286 56 
 62 301 6 
 62 309 -65 
 62 311 37 
 62 318 8 
 62 321 -18 
 62 326 29 
 62 338 -73 
 62 357 -10 
 62 358 29 
 62 362 71 
 62 394 -72 
 62 434 -78 
 62 444 37 
 62 463 97 
 62 468 -36 
 62 472 92 
 62 480 96 
 62 483 -77 
 62 497 -74 
 62 509 -42 
 62 517 78 
 62 521 14 
 62 526 -19 
 62 531 -96 
 62 567 -91 
 62 578 49 
 62 586 4 
 62 594 -40 
 62 599 -78 
 62 607 97 
 62 613 69 
 62 615 -92 
 62 622 -31 
 62 635 55 
 62 649 -49 
 62 660 -52 
 62 670 98 
 62 672 87 
 62 720 -72 
 62 722 -97 
 62 728 -3 
 62 737 67 
 62 761 96 
 62 764 59 
 62 773 56 
 62 780 -38 
 62 784 -54 
 62 787 -7 
 62 790 36 
 62 793 30 
 62 801 39 
 62 804 35 
 62 807 78 
 62 815 -8 
 62 826 4 
 62 838 33 
 62 840 76 
 62 842 -32 
 62 844 85 
 62 845 -72 
 62 846 -23 
 62 847 -91 
 62 849 61 
 62 851 78 
 62 872 84 
 62 875 3 
 62 882 -11 
 62 883 31 
 62 898 59 
 62 911 -9 
 62 913 -54 
 62 921 -98 
 62 943 94 
 62 960 -22 
 62 965 -76 
 62 977 76 
 62 979 14 
 62 986 3 
 63 75 69 
 63 76 -72 
 63 80 -76 
 63 92 -79 
 63 97 -38 
 63 99 -57 
 63 106 44 
 63 124 -63 
 63 129 -38 
 63 132 -99 
 63 136 -84 
 63 143 -30 
 63 149 85 
 63 160 -31 
 63 179 -68 
 63 185 -73 
 63 188 1 
 63 203 73 
 63 207 55 
 63 212 -87 
 63 224 4 
 63 228 22 
 63 230 -8 
 63 243 -24 
 63 246 12 
 63 279 -53 
 63 292 94 
 63 295 47 
 63 298 -92 
 63 303 13 
 63 316 -2 
 63 329 -85 
 63 357 -19 
 63 366 25 
 63 369 -19 
 63 373 -80 
 63 389 72 
 63 395 5 
 63 400 -35 
 63 423 25 
 63 425 28 
 63 445 -34 
 63 454 12 
 63 471 -54 
 63 472 60 
 63 492 87 
 63 504 7 
 63 512 33 
 63 520 76 
 63 525 38 
 63 528 -19 
 63 560 -34 
 63 588 -25 
 63 598 35 
 63 599 -73 
 63 625 88 
 63 636 -51 
 63 648 -15 
 63 660 -50 
 63 662 51 
 63 688 15 
 63 692 -44 
 63 701 46 
 63 714 -25 
 63 719 29 
 63 741 13 
 63 753 -68 
 63 762 -13 
 63 764 89 
 63 766 -85 
 63 773 -21 
 63 792 -56 
 63 795 53 
 63 826 -90 
 63 838 -20 
 63 845 17 
 63 846 26 
 63 854 85 
 63 860 27 
 63 878 -92 
 63 892 53 
 63 894 98 
 63 896 62 
 63 905 76 
 63 915 -72 
 63 925 66 
 63 928 -28 
 63 933 -37 
 63 938 30 
 63 954 83 
 63 966 -12 
 63 978 77 
 63 982 37 
 64 65 -71 
 64 77 66 
 64 81 -77 
 64 82 18 
 64 84 66 
 64 90 -67 
 64 94 31 
 64 100 76 
 64 104 95 
 64 105 97 
 64 110 -39 
 64 114 -76 
 64 119 72 
 64 134 -36 
 64 137 10 
 64 139 -60 
 64 149 18 
 64 150 9 
 64 160 -65 
 64 191 -87 
 64 204 5 
 64 209 -94 
 64 222 6 
 64 227 -25 
 64 233 34 
 64 251 56 
 64 253 38 
 64 270 -55 
 64 273 -56 
 64 275 54 
 64 278 58 
 64 283 -8 
 64 286 -52 
 64 288 -24 
 64 307 28 
 64 325 32 
 64 328 -63 
 64 331 -82 
 64 345 -72 
 64 352 47 
 64 360 18 
 64 365 100 
 64 382 42 
 64 391 87 
 64 393 -76 
 64 400 -60 
 64 402 70 
 64 411 69 
 64 421 28 
 64 437 23 
 64 465 -86 
 64 471 4 
 64 472 14 
 64 476 16 
 64 484 -24 
 64 488 16 
 64 497 -46 
 64 505 97 
 64 510 29 
 64 533 52 
 64 550 -27 
 64 551 79 
 64 552 12 
 64 554 73 
 64 560 82 
 64 561 -26 
 64 576 -95 
 64 585 -73 
 64 589 97 
 64 597 -92 
 64 600 -11 
 64 601 16 
 64 606 95 
 64 607 99 
 64 616 -9 
 64 617 4 
 64 639 -41 
 64 659 55 
 64 664 -48 
 64 684 12 
 64 686 24 
 64 687 89 
 64 705 -94 
 64 735 -84 
 64 766 -88 
 64 773 42 
 64 783 66 
 64 791 65 
 64 805 -24 
 64 809 -54 
 64 816 -78 
 64 825 -17 
 64 830 -66 
 64 831 -79 
 64 858 75 
 64 888 32 
 64 912 86 
 64 921 -79 
 64 925 87 
 64 932 85 
 64 942 -58 
 64 951 -41 
 64 987 -58 
 64 996 -42 
 65 71 81 
 65 72 89 
 65 89 -23 
 65 95 55 
 65 103 -48 
 65 110 -6 
 65 130 -31 
 65 133 10 
 65 144 -7 
 65 145 96 
 65 149 -78 
 65 156 9 
 65 158 65 
 65 169 71 
 65 170 -62 
 65 174 -9 
 65 202 -33 
 65 209 -28 
 65 210 -91 
 65 225 -94 
 65 251 -22 
 65 256 46 
 65 259 -94 
 65 266 -45 
 65 281 50 
 65 282 -21 
 65 291 -42 
 65 307 -63 
 65 314 84 
 65 317 89 
 65 321 -10 
 65 344 31 
 65 360 62 
 65 365 -72 
 65 383 -50 
 65 386 51 
 65 402 -51 
 65 412 -31 
 65 421 -98 
 65 422 6 
 65 436 51 
 65 447 -73 
 65 453 -95 
 65 465 6 
 65 497 -34 
 65 507 -28 
 65 527 51 
 65 541 -64 
 65 543 -77 
 65 560 70 
 65 574 35 
 65 604 -24 
 65 607 -46 
 65 626 -24 
 65 632 -56 
 65 657 -59 
 65 666 84 
 65 668 42 
 65 677 -31 
 65 681 51 
 65 688 90 
 65 728 -95 
 65 736 -98 
 65 740 46 
 65 745 75 
 65 760 85 
 65 774 -43 
 65 777 -6 
 65 779 -18 
 65 782 -50 
 65 793 28 
 65 796 73 
 65 826 27 
 65 847 -83 
 65 852 -18 
 65 880 1 
 65 887 -1 
 65 890 -1 
 65 894 97 
 65 899 -64 
 65 910 42 
 65 914 -67 
 65 932 -41 
 65 988 -77 
 65 991 5 
 65 995 14 
 66 73 -5 
 66 77 -84 
 66 103 -51 
 66 105 37 
 66 107 93 
 66 120 81 
 66 150 -68 
 66 164 5 
 66 179 85 
 66 186 -86 
 66 194 22 
 66 287 -7 
 66 316 100 
 66 322 -88 
 66 329 -40 
 66 342 86 
 66 372 -3 
 66 380 43 
 66 382 59 
 66 384 12 
 66 386 81 
 66 388 -81 
 66 395 23 
 66 423 -60 
 66 431 78 
 66 440 -92 
 66 441 -66 
 66 445 65 
 66 451 -99 
 66 469 -72 
 66 480 -95 
 66 489 -38 
 66 492 -72 
 66 500 -57 
 66 502 -99 
 66 508 12 
 66 527 -47 
 66 536 64 
 66 545 12 
 66 579 -38 
 66 590 91 
 66 594 32 
 66 598 -32 
 66 614 72 
 66 623 76 
 66 628 29 
 66 645 5 
 66 659 38 
 66 670 74 
 66 677 22 
 66 682 100 
 66 684 -63 
 66 691 -44 
 66 697 54 
 66 705 84 
 66 706 -6 
 66 716 -16 
 66 731 -71 
 66 746 38 
 66 750 9 
 66 755 -7 
 66 761 -77 
 66 767 90 
 66 777 25 
 66 778 14 
 66 785 -28 
 66 793 -27 
 66 819 93 
 66 824 25 
 66 830 -20 
 66 834 67 
 66 857 26 
 66 868 -4 
 66 892 87 
 66 896 -42 
 66 906 -12 
 66 919 -32 
 66 930 -21 
 66 934 -99 
 66 942 24 
 66 943 19 
 66 956 13 
 66 957 11 
 66 959 86 
 66 971 70 
 66 972 -94 
 67 77 4 
 67 83 -68 
 67 84 -41 
 67 88 -19 
 67 90 -4 
 67 91 -55 
 67 109 -26 
 67 116 -91 
 67 117 29 
 67 153 24 
 67 162 -99 
 67 164 55 
 67 173 -28 
 67 186 52 
 67 201 -46 
 67 209 4 
 67 227 24 
 67 230 19 
 67 242 22 
 67 247 95 
 67 252 -49 
 67 255 -44 
 67 282 -55 
 67 298 34 
 67 301 -73 
 67 336 -32 
 67 343 -68 
 67 351 -37 
 67 352 -32 
 67 356 -31 
 67 370 15 
 67 393 73 
 67 399 8 
 67 400 21 
 67 409 -16 
 67 443 -9 
 67 445 -80 
 67 446 15 
 67 448 93 
 67 475 38 
 67 490 -10 
 67 518 -1 
 67 538 71 
 67 547 63 
 67 551 98 
 67 552 66 
 67 569 -31 
 67 577 -13 
 67 640 33 
 67 669 72 
 67 684 54 
 67 709 -74 
 67 719 88 
 67 720 -19 
 67 721 13 
 67 725 3 
 67 728 -99 
 67 770 40 
 67 774 48 
 67 778 -45 
 67 780 -2 
 67 803 -8 
 67 814 -22 
 67 836 64 
 67 838 -51 
 67 845 -18 
 67 848 -5 
 67 854 -36 
 67 859 -79 
 67 860 -90 
 67 863 86 
 67 866 -52 
 67 882 41 
 67 908 -22 
 67 926 56 
 67 931 64 
 67 938 61 
 67 946 -38 
 67 947 76 
 67 951 -11 
 67 962 21 
 67 976 86 
 67 990 71 
 67 993 62 
 68 76 -32 
 68 77 99 
 68 81 -86 
 68 88 -50 
 68 89 -81 
 68 110 -71 
 68 116 96 
 68 137 -58 
 68 138 97 
 68 156 -49 
 68 179 11 
 68 188 64 
 68 193 -51 
 68 194 79 
 68 218 -24 
 68 241 38 
 68 256 -21 
 68 263 68 
 68 295 -64 
 68 309 8 
 68 311 -77 
 68 364 27 
 68 365 -80 
 68 366 29 
 68 389 -18 
 68 400 32 
 68 404 4 
 68 430 -31 
 68 454 18 
 68 456 9 
 68 460 10 
 68 480 -93 
 68 497 -41 
 68 505 3 
 68 509 49 
 68 521 67 
 68 525 67 
 68 526 43 
 68 530 -64 
 68 538 -42 
 68 565 9 
 68 594 63 
 68 633 97 
 68 644 -89 
 68 668 69 
 68 680 -22 
 68 686 28 
 68 687 85 
 68 714 -75 
 68 731 -69 
 68 733 -22 
 68 756 20 
 68 761 -46 
 68 781 -28 
 68 791 -11 
 68 804 -49 
 68 810 -50 
 68 820 -39 
 68 822 -41 
 68 824 -72 
 68 835 48 
 68 873 65 
 68 886 20 
 68 894 33 
 68 897 -58 
 68 900 -83 
 68 901 -9 
 68 925 15 
 68 931 77 
 68 938 52 
 68 940 -43 
 68 957 -19 
 68 958 89 
 68 974 -17 
 68 984 10 
 68 986 36 
 68 990 42 
 68 999 97 
 68 1000 64 
 69 73 98 
 69 78 9 
 69 80 85 
 69 86 -28 
 69 87 -59 
 69 95 16 
 69 99 50 
 69 113 46 
 69 126 -75 
 69 128 7 
 69 142 81 
 69 147 -3 
 69 148 -82 
 69 155 20 
 69 172 -43 
 69 205 -12 
 69 233 45 
 69 234 5 
 69 242 -40 
 69 251 15 
 69 260 17 
 69 271 -46 
 69 272 45 
 69 290 53 
 69 293 -61 
 69 295 77 
 69 304 -27 
 69 305 -39 
 69 309 32 
 69 326 -95 
 69 341 -35 
 69 351 68 
 69 357 -7 
 69 371 -8 
 69 373 36 
 69 376 34 
 69 381 62 
 69 400 24 
 69 406 -2 
 69 415 100 
 69 423 -70 
 69 425 9 
 69 440 24 
 69 448 80 
 69 459 -29 
 69 460 -99 
 69 465 -73 
 69 494 63 
 69 498 -40 
 69 509 12 
 69 514 23 
 69 527 20 
 69 528 -23 
 69 535 82 
 69 539 -92 
 69 554 16 
 69 557 45 
 69 562 53 
 69 571 80 
 69 577 83 
 69 594 -2 
 69 595 40 
 69 596 -98 
 69 598 25 
 69 624 -71 
 69 636 92 
 69 649 -87 
 69 659 -69 
 69 662 -86 
 69 667 -45 
 69 673 86 
 69 675 -90 
 69 679 -37 
 69 681 47 
 69 693 -11 
 69 700 50 
 69 706 -7 
 69 710 -87 
 69 713 21 
 69 731 -51 
 69 732 -59 
 69 737 -49 
 69 742 -99 
 69 751 -80 
 69 766 86 
 69 799 -30 
 69 800 83 
 69 802 -34 
 69 814 -83 
 69 815 -87 
 69 825 18 
 69 826 39 
 69 842 75 
 69 851 48 
 69 866 -11 
 69 878 30 
 69 883 67 
 69 887 -83 
 69 892 12 
 69 908 -50 
 69 911 84 
 69 913 28 
 69 915 -10 
 69 916 12 
 69 918 -91 
 69 926 10 
 69 931 67 
 69 939 5 
 69 961 -89 
 69 987 -45 
 69 999 -78 
 70 85 42 
 70 97 59 
 70 109 49 
 70 113 -3 
 70 119 57 
 70 127 94 
 70 131 14 
 70 138 -74 
 70 140 -11 
 70 146 -51 
 70 154 -21 
 70 168 -5 
 70 172 22 
 70 178 -55 
 70 193 -62 
 70 208 52 
 70 211 -46 
 70 240 2 
 70 243 55 
 70 305 50 
 70 325 54 
 70 327 -63 
 70 334 90 
 70 335 76 
 70 351 -17 
 70 352 62 
 70 370 -41 
 70 394 -52 
 70 419 9 
 70 421 -98 
 70 436 -60 
 70 440 22 
 70 443 -73 
 70 446 -42 
 70 452 16 
 70 470 29 
 70 488 -20 
 70 493 73 
 70 534 44 
 70 542 -16 
 70 547 65 
 70 550 14 
 70 554 94 
 70 571 64 
 70 574 -98 
 70 580 41 
 70 585 83 
 70 609 33 
 70 636 -87 
 70 646 32 
 70 648 6 
 70 649 -29 
 70 660 -10 
 70 665 -2 
 70 677 -95 
 70 685 97 
 70 696 38 
 70 700 -90 
 70 714 -38 
 70 734 30 
 70 739 97 
 70 763 93 
 70 767 -93 
 70 793 9 
 70 794 -74 
 70 798 -6 
 70 801 -78 
 70 816 -64 
 70 832 -32 
 70 850 38 
 70 865 -24 
 70 871 18 
 70 887 -7 
 70 907 -16 
 70 921 -4 
 70 922 -20 
 70 923 24 
 70 936 52 
 70 947 -18 
 70 959 94 
 70 966 -58 
 70 987 9 
 70 991 -31 
 70 999 -38 
 71 79 -22 
 71 81 -79 
 71 97 60 
 71 102 71 
 71 111 17 
 71 129 55 
 71 135 -9 
 71 144 -91 
 71 149 38 
 71 168 18 
 71 172 38 
 71 174 -91 
 71 189 6 
 71 217 -81 
 71 237 -84 
 71 244 -63 
 71 261 54 
 71 265 23 
 71 284 -43 
 71 285 95 
 71 289 55 
 71 295 76 
 71 300 -22 
 71 301 9 
 71 327 -11 
 71 366 65 
 71 399 21 
 71 420 82 
 71 425 -13 
 71 445 16 
 71 465 80 
 71 468 24 
 71 474 7 
 71 483 -29 
 71 484 8 
 71 485 29 
 71 501 23 
 71 512 6 
 71 513 28 
 71 528 -99 
 71 529 24 
 71 533 86 
 71 536 -74 
 71 539 -22 
 71 540 72 
 71 542 -15 
 71 551 59 
 71 552 78 
 71 555 -14 
 71 567 -30 
 71 579 -79 
 71 585 98 
 71 615 68 
 71 623 -49 
 71 636 39 
 71 655 -39 
 71 670 -40 
 71 688 -29 
 71 689 -69 
 71 692 45 
 71 696 30 
 71 707 16 
 71 713 1 
 71 732 52 
 71 745 -69 
 71 747 -97 
 71 750 -31 
 71 772 -36 
 71 807 63 
 71 820 18 
 71 856 -89 
 71 871 96 
 71 880 -7 
 71 888 27 
 71 908 58 
 71 911 33 
 71 912 -89 
 71 917 44 
 71 928 -81 
 71 931 53 
 71 946 11 
 71 962 22 
 71 973 34 
 71 982 52 
 72 81 -91 
 72 85 54 
 72 97 75 
 72 99 25 
 72 115 -70 
 72 133 1 
 72 144 71 
 72 175 57 
 72 181 54 
 72 197 -16 
 72 203 2 
 72 208 69 
 72 215 64 
 72 222 35 
 72 224 43 
 72 238 39 
 72 247 -97 
 72 260 80 
 72 269 -58 
 72 272 71 
 72 282 -88 
 72 289 -82 
 72 297 -91 
 72 313 61 
 72 326 -19 
 72 332 -18 
 72 334 62 
 72 349 -12 
 72 351 -83 
 72 358 22 
 72 361 41 
 72 364 -45 
 72 366 99 
 72 374 59 
 72 393 44 
 72 398 72 
 72 434 -20 
 72 441 57 
 72 443 62 
 72 448 60 
 72 462 19 
 72 464 95 
 72 479 21 
 72 483 -22 
 72 489 -83 
 72 493 -14 
 72 496 -35 
 72 501 -53 
 72 503 -53 
 72 508 -62 
 72 519 50 
 72 520 -16 
 72 523 55 
 72 528 40 
 72 545 -97 
 72 568 -75 
 72 587 -67 
 72 608 23 
 72 628 -29 
 72 635 13 
 72 637 13 
 72 645 -50 
 72 650 47 
 72 659 -63 
 72 671 29 
 72 675 70 
 72 681 73 
 72 686 69 
 72 713 72 
 72 722 -70 
 72 725 38 
 72 729 -87 
 72 759 49 
 72 783 -7 
 72 787 -6 
 72 789 -74 
 72 794 42 
 72 835 7 
 72 849 67 
 72 853 99 
 72 875 -35 
 72 881 13 
 72 882 -13 
 72 896 76 
 72 914 -90 
 72 925 38 
 72 928 -76 
 72 945 -87 
 72 949 95 
 72 950 23 
 72 952 12 
 72 956 33 
 72 957 6 
 72 974 99 
 72 977 -18 
 72 992 -45 
 73 83 10 
 73 91 -45 
 73 94 93 
 73 110 -37 
 73 119 -13 
 73 134 -29 
 73 140 -58 
 73 160 -26 
 73 171 86 
 73 173 34 
 73 195 20 
 73 207 -83 
 73 223 55 
 73 234 53 
 73 250 -25 
 73 266 -93 
 73 289 -12 
 73 292 1 
 73 310 14 
 73 320 -31 
 73 327 -41 
 73 331 -33 
 73 355 -99 
 73 357 90 
 73 361 1 
 73 384 -23 
 73 396 -18 
 73 403 72 
 73 404 69 
 73 408 -46 
 73 411 3 
 73 419 -71 
 73 429 -46 
 73 443 -96 
 73 474 -50 
 73 477 -87 
 73 483 73 
 73 487 -13 
 73 524 15 
 73 538 42 
 73 540 12 
 73 543 46 
 73 547 -70 
 73 553 26 
 73 562 87 
 73 567 2 
 73 586 -93 
 73 597 92 
 73 601 -2 
 73 624 73 
 73 653 -94 
 73 657 27 
 73 659 81 
 73 663 -5 
 73 666 -77 
 73 686 -26 
 73 703 78 
 73 732 -21 
 73 733 31 
 73 742 2 
 73 773 37 
 73 790 3 
 73 799 25 
 73 802 -10 
 73 811 13 
 73 830 -22 
 73 838 -87 
 73 849 20 
 73 876 47 
 73 890 7 
 73 895 100 
 73 908 -10 
 73 909 -49 
 73 917 -33 
 73 933 -42 
 73 937 -50 
 73 940 19 
 73 956 29 
 73 958 -29 
 73 972 -56 
 73 982 18 
 73 989 56 
 73 994 81 
 73 999 93 
 74 78 82 
 74 94 37 
 74 119 -34 
 74 128 -15 
 74 140 -98 
 74 144 30 
 74 156 93 
 74 160 19 
 74 163 15 
 74 164 60 
 74 198 74 
 74 199 70 
 74 202 -71 
 74 227 11 
 74 246 50 
 74 278 62 
 74 299 35 
 74 324 19 
 74 330 66 
 74 342 68 
 74 346 67 
 74 364 -93 
 74 369 78 
 74 383 41 
 74 400 -91 
 74 417 -43 
 74 428 -22 
 74 440 58 
 74 442 74 
 74 450 40 
 74 481 49 
 74 491 31 
 74 500 -75 
 74 509 1 
 74 513 51 
 74 538 -78 
 74 540 90 
 74 573 -38 
 74 577 61 
 74 595 50 
 74 599 -78 
 74 620 97 
 74 622 70 
 74 625 -29 
 74 639 -78 
 74 641 -17 
 74 654 -34 
 74 656 68 
 74 676 7 
 74 687 -38 
 74 691 97 
 74 693 10 
 74 697 -48 
 74 702 67 
 74 703 -3 
 74 709 90 
 74 710 15 
 74 725 -17 
 74 735 94 
 74 743 74 
 74 748 -81 
 74 754 64 
 74 763 -17 
 74 768 36 
 74 772 -52 
 74 815 -20 
 74 831 66 
 74 834 -31 
 74 839 -29 
 74 854 -55 
 74 859 -60 
 74 871 65 
 74 878 57 
 74 901 -82 
 74 924 -76 
 74 927 -35 
 74 937 76 
 74 953 -19 
 74 955 -84 
 74 960 59 
 74 993 -5 
 75 84 -54 
 75 88 -93 
 75 95 16 
 75 115 31 
 75 125 21 
 75 153 -5 
 75 218 -83 
 75 220 -81 
 75 224 67 
 75 231 31 
 75 242 -22 
 75 259 16 
 75 265 -6 
 75 282 91 
 75 286 35 
 75 291 -7 
 75 292 86 
 75 314 -30 
 75 315 -29 
 75 328 43 
 75 332 -30 
 75 341 -3 
 75 342 -6 
 75 354 -36 
 75 389 -65 
 75 392 -37 
 75 396 25 
 75 404 -92 
 75 407 57 
 75 426 1 
 75 428 30 
 75 435 -95 
 75 441 5 
 75 442 -66 
 75 456 2 
 75 474 -82 
 75 478 -97 
 75 485 -14 
 75 518 -48 
 75 527 -86 
 75 532 100 
 75 538 -91 
 75 543 -77 
 75 566 61 
 75 567 65 
 75 573 58 
 75 577 -19 
 75 582 95 
 75 584 45 
 75 591 -77 
 75 606 -36 
 75 612 -57 
 75 621 -58 
 75 625 -90 
 75 632 -54 
 75 638 53 
 75 640 60 
 75 650 -78 
 75 675 67 
 75 679 -31 
 75 682 -5 
 75 683 98 
 75 687 69 
 75 694 90 
 75 711 44 
 75 713 94 
 75 720 29 
 75 731 -50 
 75 772 -86 
 75 775 53 
 75 778 -53 
 75 781 -57 
 75 792 -77 
 75 802 21 
 75 805 -59 
 75 812 57 
 75 832 49 
 75 845 -78 
 75 866 -95 
 75 887 41 
 75 906 7 
 75 907 -92 
 75 910 -95 
 75 921 53 
 75 931 -7 
 75 932 58 
 75 934 5 
 75 947 22 
 75 950 13 
 75 965 -81 
 75 969 -77 
 75 975 -18 
 75 979 66 
 75 980 -35 
 75 989 79 
 76 78 -85 
 76 96 38 
 76 105 -49 
 76 108 -66 
 76 120 -60 
 76 137 -88 
 76 140 7 
 76 150 -16 
 76 152 19 
 76 159 49 
 76 179 -64 
 76 185 39 
 76 206 59 
 76 208 21 
 76 220 59 
 76 224 12 
 76 240 -63 
 76 248 42 
 76 250 -11 
 76 260 -77 
 76 266 -63 
 76 282 30 
 76 291 64 
 76 295 3 
 76 300 -36 
 76 302 41 
 76 308 -4 
 76 309 -42 
 76 311 20 
 76 313 35 
 76 328 -59 
 76 339 12 
 76 351 18 
 76 359 -82 
 76 363 -37 
 76 372 -53 
 76 379 62 
 76 401 53 
 76 405 -22 
 76 410 65 
 76 418 37 
 76 432 -17 
 76 449 22 
 76 460 83 
 76 466 -84 
 76 486 58 
 76 493 31 
 76 504 99 
 76 513 67 
 76 519 12 
 76 523 -30 
 76 545 28 
 76 549 -15 
 76 570 51 
 76 572 88 
 76 575 71 
 76 577 29 
 76 597 -7 
 76 600 53 
 76 603 39 
 76 612 -66 
 76 641 31 
 76 645 -2 
 76 659 50 
 76 664 35 
 76 671 -92 
 76 674 32 
 76 734 -31 
 76 744 53 
 76 761 -78 
 76 766 -28 
 76 781 -22 
 76 784 80 
 76 791 -45 
 76 804 50 
 76 811 -96 
 76 817 -89 
 76 823 78 
 76 825 -2 
 76 828 54 
 76 832 -14 
 76 833 54 
 76 840 -43 
 76 845 8 
 76 856 90 
 76 859 79 
 76 872 -2 
 76 877 -89 
 76 880 -85 
 76 882 -9 
 76 900 -97 
 76 902 -87 
 76 921 38 
 76 924 -46 
 76 942 56 
 76 947 -87 
 76 965 -41 
 76 975 52 
 76 985 14 
 76 988 -69 
 76 990 -16 
 76 996 95 
 76 997 -95 
 77 85 50 
 77 103 -81 
 77 119 -7 
 77 142 -2 
 77 148 -80 
 77 161 -92 
 77 177 40 
 77 200 78 
 77 211 26 
 77 226 16 
 77 235 -78 
 77 244 51 
 77 264 73 
 77 265 -90 
 77 269 -72 
 77 272 88 
 77 276 79 
 77 291 11 
 77 292 41 
 77 312 -92 
 77 318 -97 
 77 320 3 
 77 332 -25 
 77 339 33 
 77 347 -74 
 77 358 58 
 77 360 -23 
 77 365 2 
 77 374 -57 
 77 390 19 
 77 396 -86 
 77 400 -65 
 77 406 -10 
 77 419 30 
 77 439 -12 
 77 457 91 
 77 459 -71 
 77 468 59 
 77 478 -21 
 77 502 14 
 77 522 -10 
 77 534 -32 
 77 536 -84 
 77 552 9 
 77 553 17 
 77 566 -39 
 77 570 18 
 77 615 12 
 77 639 73 
 77 643 -43 
 77 645 67 
 77 658 -61 
 77 665 77 
 77 681 66 
 77 691 16 
 77 696 -30 
 77 718 61 
 77 735 -74 
 77 739 87 
 77 756 -30 
 77 767 73 
 77 775 -72 
 77 815 64 
 77 861 52 
 77 869 73 
 77 877 57 
 77 915 -66 
 77 916 68 
 77 921 22 
 77 937 77 
 77 938 69 
 77 947 -75 
 77 965 -22 
 77 968 -35 
 77 971 60 
 77 989 -37 
 77 991 67 
 78 86 41 
 78 89 -46 
 78 97 2 
 78 105 -82 
 78 123 -49 
 78 147 65 
 78 168 -85 
 78 175 62 
 78 186 -2 
 78 190 -16 
 78 197 53 
 78 214 36 
 78 220 64 
 78 233 32 
 78 245 83 
 78 274 -41 
 78 279 -21 
 78 282 -14 
 78 292 38 
 78 295 -86 
 78 306 -58 
 78 310 -82 
 78 328 10 
 78 329 -25 
 78 345 98 
 78 346 18 
 78 352 46 
 78 366 88 
 78 370 -17 
 78 379 15 
 78 398 56 
 78 424 10 
 78 427 -19 
 78 434 87 
 78 441 -51 
 78 442 -83 
 78 444 5 
 78 450 -70 
 78 471 -41 
 78 473 -75 
 78 475 -92 
 78 486 -81 
 78 497 34 
 78 503 -73 
 78 510 -9 
 78 513 -66 
 78 529 -25 
 78 553 69 
 78 568 84 
 78 584 -6 
 78 589 -38 
 78 593 41 
 78 613 -41 
 78 614 82 
